,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
5699,113.798904,20.0,29.041254,,5.0,Other,41600,,,DebtCon,48319.0,
807,350.7763,46.0,28.584515,0.0,0.0,Other,8500,77954.0,1.0,HomeImp,82965.0,25.0
1160,176.53334,28.0,,2.0,0.0,ProfExe,10000,80000.0,0.0,HomeImp,107900.0,12.0
1772,166.2317,13.0,26.644325,0.0,0.0,Other,12100,50150.0,0.0,DebtCon,65565.0,4.0
3239,127.099976,20.0,24.518272,0.0,0.0,Office,17300,65136.0,0.0,DebtCon,83847.0,6.0
2070,240.4103,37.0,40.735603,0.0,0.0,Office,13100,69259.0,3.0,DebtCon,75149.0,11.0
5607,,0.0,34.22619,0.0,0.0,Other,37800,31214.0,7.0,DebtCon,58282.0,
3309,312.88248,15.0,43.478863,0.0,0.0,Other,17600,64857.0,3.0,DebtCon,82449.0,1.0
2129,222.91307,10.0,32.96863,0.0,0.0,Other,13300,55505.0,0.0,DebtCon,76841.0,0.0
4300,31.168695,8.0,37.95218,0.0,0.0,Mgr,22400,51470.0,2.0,DebtCon,68139.0,9.0
3595,167.46666,16.0,,0.0,2.0,Office,18900,17800.0,2.0,DebtCon,40798.0,6.0
1176,186.0,10.0,,2.0,0.0,Office,10000,19225.53,1.0,HomeImp,35500.0,5.0
10,,,,,,,2000,22608.0,,,,18.0
1386,178.63747,19.0,31.888937,1.0,0.0,Self,10700,110789.0,0.0,DebtCon,126781.0,6.0
3909,97.862175,14.0,38.69944,0.0,0.0,Other,20500,86236.0,3.0,DebtCon,138729.0,11.0
5361,91.95161,6.0,37.692623,0.0,0.0,Other,30500,10952.0,1.0,DebtCon,65166.0,0.0
5229,357.23096,19.0,38.26847,0.0,0.0,ProfExe,28300,145931.0,0.0,HomeImp,239990.0,27.0
5844,181.39034,15.0,30.909714,,1.0,Office,50900,42541.0,1.0,DebtCon,68483.0,5.0
5293,124.12146,26.0,32.64453,0.0,0.0,ProfExe,29200,116202.0,3.0,DebtCon,160084.0,6.0
527,354.23978,42.0,33.624134,1.0,0.0,Self,7200,15637.0,3.0,HomeImp,39660.0,6.0
2309,107.36667,11.0,,,,Office,14000,62000.0,0.0,HomeImp,88500.0,9.0
5444,109.03109,6.0,36.501087,0.0,0.0,Other,32300,14163.0,1.0,DebtCon,60626.0,0.0
359,,0.0,13.306013,1.0,0.0,,6100,,0.0,HomeImp,46830.0,0.0
5946,127.767586,14.0,30.942696,1.0,0.0,,82200,23197.0,0.0,HomeImp,110481.0,26.0
5477,227.67776,40.0,42.281704,0.0,0.0,Other,33000,104422.0,0.0,DebtCon,152298.0,15.0
4187,218.73033,27.0,35.874496,0.0,0.0,Self,21800,96709.0,2.0,DebtCon,123613.0,3.0
5186,107.04625,15.0,0.83811754,1.0,2.0,Mgr,27900,90694.0,8.0,DebtCon,121543.0,5.0
791,209.4941,22.0,29.964083,0.0,0.0,Office,8500,41210.0,1.0,DebtCon,45175.0,9.0
3407,62.088608,4.0,31.5703,0.0,0.0,Other,18000,48724.0,0.0,DebtCon,72654.0,7.0
3834,132.61652,11.0,25.792654,,1.0,Self,20100,38614.0,,HomeImp,56295.0,3.0
629,95.67687,23.0,36.979713,0.0,0.0,Other,7900,67222.0,0.0,HomeImp,75189.0,4.0
73,121.86667,21.0,,0.0,0.0,Other,3200,54000.0,3.0,HomeImp,64850.0,1.0
2146,149.93529,29.0,38.929264,0.0,,Other,13400,30507.0,6.0,DebtCon,47990.0,7.0
166,300.36667,24.0,,1.0,0.0,Mgr,5000,72517.0,1.0,DebtCon,86250.0,19.0
249,186.42442,27.0,28.41753,0.0,0.0,ProfExe,5500,87438.0,1.0,HomeImp,116679.0,6.0
2512,83.46609,20.0,22.55304,0.0,2.0,Other,14900,72637.0,0.0,DebtCon,103297.0,4.0
4908,89.599815,12.0,28.546478,,,Other,25800,,,DebtCon,51824.0,
3731,101.94352,17.0,32.761086,0.0,0.0,Other,19700,139534.0,6.0,DebtCon,172125.0,0.0
2186,209.12994,15.0,37.714108,0.0,0.0,Other,13600,94727.0,3.0,DebtCon,112683.0,11.0
3340,282.9358,21.0,27.979496,0.0,0.0,Other,17800,38770.0,0.0,DebtCon,64357.0,17.0
361,101.16706,13.0,38.67514,,0.0,Other,6200,45564.0,,HomeImp,61956.0,2.0
2791,149.90637,12.0,30.48636,0.0,0.0,ProfExe,15700,48093.0,1.0,DebtCon,65686.0,3.0
5857,253.7421,33.0,40.017605,0.0,0.0,ProfExe,51700,181000.0,1.0,DebtCon,255026.0,6.0
4157,293.7621,32.0,34.285374,0.0,0.0,Other,21700,45640.0,1.0,DebtCon,67023.0,25.0
4417,629.09576,23.0,22.825607,0.0,0.0,ProfExe,23000,58696.0,0.0,HomeImp,102176.0,18.0
3229,129.83794,49.0,29.311594,1.0,0.0,Other,17300,51185.0,3.0,DebtCon,65537.0,6.0
3392,250.56667,22.0,,0.0,0.0,Office,18000,7051.0,0.0,DebtCon,66200.0,
916,101.4,32.0,,0.0,0.0,Other,9000,76964.0,2.0,DebtCon,90500.0,3.0
2217,,,35.18816,,,Mgr,13700,38981.0,,DebtCon,67536.0,
5077,92.14003,15.0,33.535545,0.0,1.0,Mgr,27100,44095.0,6.0,DebtCon,77587.0,14.0
3108,135.85643,20.0,28.151886,0.0,0.0,Office,16900,131002.0,0.0,DebtCon,166859.0,4.0
627,174.46666,19.0,,1.0,0.0,Self,7800,109000.0,0.0,DebtCon,123500.0,6.0
3998,75.563805,22.0,37.4112,0.0,0.0,Office,20900,60553.0,0.0,DebtCon,91364.0,1.0
738,214.1,12.0,,2.0,2.0,Other,8300,82000.0,2.0,DebtCon,111000.0,6.0
3773,366.3,17.0,,0.0,0.0,Other,20000,69742.61,1.0,,180000.0,11.0
3865,216.21808,12.0,33.333584,0.0,0.0,Office,20200,51449.0,0.0,DebtCon,69060.0,2.0
3729,225.69612,24.0,43.00965,2.0,0.0,Office,19700,105135.0,0.0,DebtCon,147353.0,11.0
4941,300.83597,28.0,30.071402,0.0,0.0,Mgr,26100,75164.0,2.0,DebtCon,108483.0,7.0
5387,92.13291,6.0,36.25697,0.0,0.0,Other,31000,13542.0,0.0,DebtCon,58827.0,0.0
5722,237.5898,25.0,44.4711,0.0,0.0,ProfExe,42400,220757.0,1.0,DebtCon,297444.0,30.0
1754,356.93332,7.0,37.934444,0.0,0.0,Other,12000,,0.0,HomeImp,67446.0,
208,108.07259,15.0,43.29014,0.0,0.0,Other,5100,62702.0,0.0,HomeImp,79784.0,2.0
5431,112.510864,27.0,36.021507,4.0,2.0,ProfExe,32000,33148.0,3.0,DebtCon,69965.0,13.0
3653,128.71451,20.0,22.18729,0.0,0.0,ProfExe,19200,96401.0,1.0,DebtCon,115545.0,7.0
621,105.08759,22.0,36.705414,0.0,0.0,Other,7800,45391.0,0.0,DebtCon,61743.0,12.0
4256,374.2115,51.0,37.58436,0.0,,Office,22200,125703.0,,DebtCon,162648.0,3.0
843,211.26878,29.0,30.20151,0.0,0.0,,8700,53073.0,3.0,DebtCon,83415.0,2.0
1254,164.3179,21.0,38.72132,0.0,1.0,Other,10200,78628.0,6.0,DebtCon,92090.0,10.0
5799,192.22618,35.0,41.218716,0.0,0.0,Self,48900,41260.0,3.0,HomeImp,102771.0,8.0
2655,295.49573,18.0,29.60992,0.0,0.0,ProfExe,15200,85303.0,0.0,DebtCon,131022.0,14.0
3356,268.7153,19.0,24.251972,0.0,0.0,ProfExe,17800,54003.0,0.0,DebtCon,116434.0,18.0
747,302.85663,12.0,30.10407,,,Other,8300,,,HomeImp,41438.0,
2207,199.69862,25.0,42.31952,1.0,,ProfExe,13600,159591.0,3.0,DebtCon,182585.0,7.0
5538,220.60254,50.0,41.857414,1.0,0.0,Mgr,34900,236340.0,4.0,DebtCon,37598.0,2.0
2454,71.420815,11.0,29.1517,0.0,0.0,Other,14700,27235.0,2.0,HomeImp,39102.0,8.0
5845,263.73334,14.0,,0.0,2.0,Other,50900,22000.0,7.0,HomeImp,77826.0,3.0
845,321.27484,9.0,32.280315,0.0,0.0,Other,8700,60237.0,0.0,DebtCon,69891.0,3.0
1903,209.72552,15.0,23.915615,0.0,0.0,ProfExe,12600,45633.0,0.0,DebtCon,77578.0,19.0
282,15.396587,7.0,30.017014,0.0,1.0,Other,5700,28116.0,9.0,DebtCon,33450.0,0.0
4253,195.63281,43.0,41.2054,,,ProfExe,22200,138584.0,4.0,DebtCon,180415.0,5.0
5261,119.36202,6.0,40.15942,0.0,0.0,Office,28600,31634.0,1.0,,65157.0,5.0
1162,206.96666,5.0,,0.0,0.0,,10000,,1.0,HomeImp,23400.0,28.0
505,315.32144,12.0,38.693657,0.0,0.0,Office,7000,16047.0,0.0,HomeImp,67750.0,21.0
968,92.82172,9.0,36.141277,,,Other,9300,,,HomeImp,45906.0,
2830,116.76318,21.0,35.11315,0.0,0.0,ProfExe,15800,102552.0,4.0,HomeImp,138171.0,13.0
467,224.24704,29.0,30.526152,0.0,0.0,,6900,51384.0,3.0,DebtCon,84689.0,4.0
5925,212.23973,24.0,28.907074,0.0,0.0,Self,70300,197761.0,2.0,DebtCon,294169.0,9.0
5883,349.79575,6.0,22.06133,0.0,0.0,Other,53900,,0.0,HomeImp,91309.0,
1661,126.78778,24.0,41.047756,,,Mgr,11800,53596.0,,DebtCon,69786.0,5.0
734,214.14452,36.0,27.459145,4.0,0.0,Other,8200,48515.0,0.0,DebtCon,59240.0,17.0
2137,145.75659,24.0,31.336418,0.0,0.0,Other,13400,88810.0,4.0,HomeImp,102409.0,19.0
2350,106.983894,49.0,29.057909,0.0,0.0,Other,14200,46320.0,2.0,DebtCon,62044.0,6.0
1658,231.59995,29.0,25.701277,0.0,0.0,Office,11800,32257.0,0.0,DebtCon,59515.0,23.0
3859,121.10223,11.0,27.037514,,0.0,Self,20200,35819.0,,HomeImp,49843.0,4.0
3644,203.14108,21.0,36.22873,0.0,1.0,Other,19100,58453.0,1.0,DebtCon,76731.0,15.0
239,116.59198,24.0,37.612682,1.0,0.0,Other,5500,70481.0,0.0,HomeImp,82446.0,8.0
4458,272.9383,23.0,47.12058,3.0,0.0,Other,23200,14511.0,0.0,DebtCon,81579.0,7.0
2888,276.96667,22.0,,0.0,0.0,Other,16000,38600.0,0.0,DebtCon,57822.0,17.0
3124,360.14697,10.0,41.902054,0.0,0.0,Other,16900,17988.0,0.0,DebtCon,137328.0,9.0
1483,308.43564,13.0,31.075617,0.0,0.0,Other,11000,,2.0,HomeImp,56851.0,10.0
1865,132.82372,33.0,34.833866,1.0,0.0,ProfExe,12500,93538.0,0.0,DebtCon,118369.0,0.0
4968,261.4709,23.0,40.08505,0.0,0.0,Other,26300,25685.0,0.0,DebtCon,51023.0,35.0
5269,231.28613,24.0,35.490307,0.0,0.0,Mgr,28800,132019.0,1.0,DebtCon,168828.0,0.0
1255,,,35.347855,,,Mgr,10200,38223.0,,DebtCon,60728.0,
72,,,22.253948,,,,3800,,,,73189.0,
4481,172.81073,27.0,34.45676,0.0,0.0,Office,23400,48549.0,1.0,DebtCon,68957.0,6.0
3520,86.55886,15.0,43.50794,0.0,0.0,Other,18600,47199.0,3.0,DebtCon,70134.0,8.0
5494,107.99711,23.0,33.96233,,,Other,33500,37843.0,,DebtCon,80771.0,10.0
5593,368.7,27.0,,2.0,,Sales,37000,93378.0,1.0,DebtCon,145000.0,15.0
956,143.06667,23.0,,0.0,0.0,Office,9200,70715.0,2.0,DebtCon,85000.0,26.0
4662,282.64993,24.0,38.844803,0.0,0.0,Mgr,24500,118251.0,0.0,DebtCon,158758.0,2.0
2853,250.9275,16.0,22.175262,0.0,0.0,ProfExe,15900,38860.0,1.0,DebtCon,68912.0,9.0
4921,94.12956,23.0,32.127563,1.0,0.0,Office,25900,58693.0,0.0,DebtCon,86469.0,1.0
4690,239.42607,26.0,41.70053,0.0,0.0,Other,24700,98900.0,1.0,DebtCon,115052.0,23.0
5317,237.56224,24.0,35.043102,0.0,0.0,Mgr,29900,131756.0,1.0,DebtCon,167302.0,0.0
5063,125.71604,20.0,43.133846,0.0,0.0,Other,27000,50375.0,1.0,DebtCon,70656.0,8.0
3651,260.835,23.0,37.123604,,1.0,Other,19200,101641.0,,,160839.0,
5342,176.5,28.0,,0.0,0.0,Mgr,30200,124000.0,2.0,DebtCon,171366.0,13.0
5853,347.80252,7.0,25.324001,0.0,0.0,Other,51500,,0.0,HomeImp,90003.0,
786,41.3,18.0,,3.0,0.0,Mgr,8400,32000.0,2.0,HomeImp,49000.0,12.6
4084,135.23283,20.0,44.382576,0.0,2.0,Other,21300,103989.0,3.0,DebtCon,143796.0,9.0
3837,247.03728,14.0,40.27215,0.0,2.0,Other,20100,70491.0,2.0,DebtCon,100797.0,
5893,110.87623,21.0,29.3195,0.0,0.0,Other,59700,39253.0,0.0,DebtCon,69299.0,2.0
3524,173.8975,25.0,33.36327,0.0,0.0,Mgr,18600,96993.0,2.0,DebtCon,134785.0,14.0
3366,89.43649,18.0,27.710657,0.0,0.0,Mgr,17900,66823.0,0.0,DebtCon,91680.0,0.0
3162,256.7,40.0,,5.0,0.0,Mgr,17000,61000.0,0.0,DebtCon,127000.0,9.0
4580,,,16.426395,,,,23900,,,,151738.0,
2394,109.330795,19.0,40.871986,0.0,0.0,Other,14400,45516.0,1.0,DebtCon,63924.0,
5430,278.3639,16.0,40.25722,,,Other,32000,42478.0,0.0,DebtCon,85942.0,
1300,231.60541,18.0,36.439735,0.0,1.0,Mgr,10400,39821.0,1.0,HomeImp,54040.0,21.0
3858,183.66667,43.0,,,,ProfExe,20200,137000.0,5.0,DebtCon,174685.0,6.0
866,,,,,,Office,8800,12750.0,,HomeImp,,23.0
5839,167.82361,21.0,26.650513,0.0,0.0,Self,50800,,0.0,HomeImp,86207.0,9.0
4112,199.21959,15.0,30.40626,0.0,0.0,Mgr,21500,129361.0,0.0,HomeImp,284790.0,3.0
5020,278.60358,30.0,39.529903,0.0,,Other,26600,49610.0,0.0,DebtCon,78355.0,23.0
3741,59.459255,16.0,31.254822,0.0,0.0,ProfExe,19800,69174.0,0.0,HomeImp,95154.0,6.0
5714,237.36667,19.0,,1.0,1.0,Office,42000,102000.0,0.0,DebtCon,165000.0,12.0
857,209.52144,30.0,32.743008,0.0,0.0,,8700,50711.0,4.0,DebtCon,87898.0,4.0
3541,175.788,10.0,32.250916,0.0,0.0,Other,18600,,1.0,,95085.0,
4109,212.60408,24.0,43.310856,0.0,0.0,Office,21500,110712.0,4.0,DebtCon,178045.0,6.0
3549,97.146545,25.0,33.69069,2.0,1.0,Other,18700,65458.0,2.0,DebtCon,84639.0,0.0
3409,178.66176,26.0,33.33696,0.0,0.0,Mgr,18000,90275.0,1.0,DebtCon,135792.0,13.0
3275,244.35623,41.0,35.74477,0.0,0.0,Other,17500,17889.0,2.0,DebtCon,94453.0,19.0
2776,107.388466,24.0,27.696001,3.0,0.0,Mgr,15600,74156.0,0.0,DebtCon,101136.0,11.0
4907,,,30.829477,,,,25700,85417.0,,HomeImp,98179.0,7.0
5926,227.02713,24.0,29.5823,0.0,0.0,Self,70500,196690.0,2.0,DebtCon,288512.0,9.0
4918,185.54352,16.0,40.64228,0.0,0.0,Self,25900,152071.0,0.0,HomeImp,185893.0,0.0
230,189.0343,18.0,24.701136,,,Office,5400,47844.0,,HomeImp,52040.0,8.0
4403,228.8986,20.0,36.13496,0.0,0.0,Other,22900,61067.0,1.0,DebtCon,96306.0,5.0
1302,97.4,30.0,,1.0,,Other,10000,62000.0,4.0,DebtCon,80000.0,5.0
2944,194.46002,10.0,33.12373,0.0,0.0,Other,16200,,1.0,,95280.0,
3371,95.68426,11.0,38.142822,,,Office,17900,70444.0,0.0,HomeImp,95860.0,7.0
1591,149.06474,35.0,28.97594,,,Other,11500,63136.0,,DebtCon,81099.0,3.0
1729,172.5,14.0,,0.0,0.0,Other,12000,44000.0,0.0,DebtCon,59500.0,3.7
2684,301.65765,16.0,19.012445,0.0,0.0,ProfExe,15300,14695.0,0.0,DebtCon,48095.0,1.0
1580,193.7425,21.0,27.623493,1.0,0.0,Mgr,11500,43945.0,0.0,DebtCon,63337.0,2.0
5206,189.73474,25.0,41.676987,1.0,0.0,Other,28200,90485.0,2.0,DebtCon,123674.0,1.0
2556,86.26667,9.0,,0.0,0.0,Office,15000,,2.0,DebtCon,48800.0,2.0
4776,105.53333,16.0,,1.0,2.0,Mgr,25000,86000.0,8.0,DebtCon,120000.0,6.0
3535,130.25313,17.0,33.69119,0.0,0.0,Office,18600,48711.0,0.0,HomeImp,69611.0,2.0
5889,112.31951,20.0,30.38843,0.0,0.0,Other,58900,40100.0,0.0,DebtCon,70672.0,3.0
4200,217.02094,23.0,34.015915,1.0,0.0,ProfExe,21900,52735.0,6.0,DebtCon,75372.0,5.0
4265,28.523783,3.0,29.599781,0.0,0.0,Other,22200,9709.0,1.0,DebtCon,33926.0,0.0
198,181.66304,28.0,25.44476,0.0,0.0,ProfExe,5100,87258.0,0.0,HomeImp,121382.0,6.0
300,118.44249,24.0,40.11041,1.0,0.0,Other,5900,74187.0,0.0,HomeImp,78976.0,9.0
4236,145.48915,21.0,34.347908,0.0,0.0,Office,22000,61251.0,0.0,DebtCon,91744.0,0.0
717,86.54573,9.0,24.69743,1.0,0.0,Office,8200,72986.0,0.0,DebtCon,87621.0,14.0
2836,335.1547,16.0,12.706938,0.0,0.0,Office,15800,,0.0,DebtCon,96642.0,26.0
1217,73.160446,23.0,38.331257,0.0,0.0,Mgr,10100,81263.0,1.0,DebtCon,98536.0,1.0
2082,182.18178,24.0,34.785133,2.0,1.0,Other,13100,59460.0,0.0,HomeImp,72387.0,29.0
2837,108.41393,11.0,22.826893,0.0,0.0,Mgr,15800,20665.0,0.0,DebtCon,43790.0,8.0
2121,232.29214,24.0,32.012703,0.0,0.0,Mgr,13300,86360.0,0.0,HomeImp,116111.0,8.0
487,265.06668,12.0,,0.0,0.0,Other,7000,7000.0,0.0,DebtCon,31200.0,5.0
4848,130.15042,29.0,37.195248,1.0,0.0,Other,25400,61771.0,0.0,DebtCon,105880.0,17.0
2874,340.68497,17.0,30.611519,,,Other,16000,,,DebtCon,51792.0,
5572,56.12734,6.0,33.67674,0.0,0.0,Mgr,36300,25867.0,0.0,DebtCon,43823.0,6.0
2434,344.282,50.0,33.97428,1.0,,Office,14600,82698.0,1.0,DebtCon,104963.0,30.0
4091,248.6465,13.0,42.176586,0.0,1.0,Other,21400,75563.0,2.0,DebtCon,96159.0,
372,111.20651,10.0,38.577133,4.0,,Mgr,6300,49498.0,1.0,DebtCon,64296.0,6.0
3083,260.15854,11.0,36.82434,0.0,0.0,ProfExe,16700,64862.0,0.0,HomeImp,107919.0,10.0
1851,213.45544,22.0,33.64852,0.0,0.0,ProfExe,12400,203902.0,0.0,HomeImp,234454.0,9.0
4903,123.644485,9.0,22.925137,0.0,0.0,Other,25800,,0.0,DebtCon,68913.0,26.0
2980,266.0408,32.0,32.904358,0.0,0.0,ProfExe,16400,50941.0,2.0,DebtCon,78801.0,4.0
3853,99.0464,15.0,39.916958,0.0,0.0,Other,20200,88020.0,3.0,DebtCon,139200.0,10.0
3604,166.1794,64.0,40.436707,1.0,3.0,ProfExe,18900,61429.0,2.0,DebtCon,84990.0,8.0
1681,82.6395,34.0,36.50598,1.0,0.0,ProfExe,11900,81849.0,1.0,HomeImp,105403.0,5.0
1584,173.31831,20.0,38.191628,0.0,0.0,Office,11500,44097.0,0.0,DebtCon,58336.0,0.0
2785,178.89139,24.0,23.744068,0.0,0.0,Office,15700,64625.0,0.0,DebtCon,93272.0,0.0
5746,232.27007,24.0,43.114693,0.0,0.0,ProfExe,43300,217840.0,1.0,DebtCon,299171.0,31.0
5059,468.17813,55.0,30.553005,5.0,,ProfExe,26900,215692.0,,HomeImp,286555.0,8.0
1725,78.066666,14.0,,0.0,0.0,Other,12000,72000.0,2.0,DebtCon,106000.0,6.0
596,92.94136,12.0,35.67227,1.0,0.0,Office,7600,48829.0,2.0,DebtCon,62357.0,3.0
1159,346.96667,16.0,,1.0,0.0,Office,10000,124000.0,0.0,HomeImp,192000.0,0.0
5339,89.516266,24.0,34.036663,,,Other,30100,42747.0,,DebtCon,71360.0,10.0
5383,116.89899,31.0,44.06543,1.0,0.0,Mgr,31000,67794.0,1.0,DebtCon,103535.0,7.0
691,75.63505,18.0,24.545193,0.0,0.0,Other,8100,48781.0,0.0,HomeImp,50434.0,5.0
5459,340.9,20.0,,0.0,0.0,Mgr,32600,79874.0,0.0,DebtCon,125000.0,30.0
3133,349.43008,41.0,36.059948,2.0,0.0,ProfExe,17000,83248.0,,DebtCon,95886.0,8.0
3908,120.42672,17.0,22.525455,0.0,0.0,Other,20500,37437.0,0.0,DebtCon,65004.0,1.0
5835,208.76657,35.0,40.015263,0.0,0.0,Self,50400,40140.0,3.0,HomeImp,103789.0,9.0
600,135.6402,26.0,34.77709,0.0,0.0,ProfExe,7600,80900.0,0.0,DebtCon,99525.0,2.0
4319,367.1895,51.0,37.88805,0.0,,Office,22500,127709.0,,DebtCon,167975.0,1.0
4103,180.41736,38.0,17.4957,0.0,0.0,ProfExe,21400,128095.0,0.0,DebtCon,167824.0,6.0
5408,169.68904,25.0,36.034645,0.0,0.0,Office,31500,49020.0,1.0,DebtCon,100700.0,4.0
2089,248.78813,37.0,41.905605,0.0,0.0,Office,13200,69195.0,3.0,DebtCon,79252.0,13.0
905,359.33228,47.0,29.67139,0.0,0.0,Other,9000,79259.0,1.0,HomeImp,84322.0,22.0
3900,321.56094,42.0,37.69668,0.0,,Mgr,20400,83188.0,1.0,DebtCon,113181.0,25.0
5130,112.89451,11.0,23.022894,0.0,0.0,Other,27500,23439.0,0.0,DebtCon,47177.0,25.0
576,124.13333,18.0,,1.0,0.0,Mgr,7500,57800.0,1.0,DebtCon,109600.0,4.0
289,83.28906,13.0,30.187805,0.0,0.0,Mgr,5800,27791.0,1.0,DebtCon,46833.0,3.0
4225,317.53333,42.0,,0.0,1.0,ProfExe,22000,74200.0,4.0,DebtCon,109800.0,1.0
4352,298.81955,18.0,38.195026,1.0,0.0,Other,22600,,0.0,DebtCon,58856.0,
2101,294.78207,19.0,29.952555,0.0,0.0,Other,13200,59422.0,0.0,HomeImp,88308.0,
2255,316.03625,9.0,26.166014,0.0,0.0,Other,13800,,0.0,HomeImp,43082.0,0.0
311,51.733334,9.0,,0.0,0.0,Other,6000,32446.0,1.0,HomeImp,54904.0,2.0
1482,9.1,15.0,,3.0,2.0,Other,11000,49000.0,3.0,HomeImp,68000.0,2.0
5009,144.19203,9.0,22.813868,0.0,0.0,Other,26500,,0.0,DebtCon,61089.0,27.0
2724,254.0562,16.0,22.721014,0.0,0.0,ProfExe,15400,34574.0,1.0,DebtCon,69751.0,6.0
226,208.16272,20.0,19.762114,0.0,0.0,Office,5300,47449.0,0.0,HomeImp,63895.0,19.0
2181,209.4606,15.0,39.521843,0.0,0.0,Other,13500,92989.0,3.0,DebtCon,111120.0,13.0
5183,167.61446,18.0,40.620884,0.0,0.0,Office,27900,50988.0,2.0,DebtCon,81533.0,1.0
4123,128.64279,20.0,34.282677,0.0,0.0,ProfExe,21500,90321.0,0.0,DebtCon,103778.0,2.0
4307,,,35.236267,,,Office,22400,,,DebtCon,139654.0,10.0
1216,131.40417,35.0,28.443811,0.0,0.0,Sales,10100,68240.0,0.0,DebtCon,84067.0,8.0
3586,76.571846,9.0,38.875988,0.0,0.0,Office,18900,,1.0,DebtCon,49442.0,2.0
3572,68.16857,16.0,32.853794,0.0,0.0,ProfExe,18800,70102.0,0.0,HomeImp,99841.0,10.0
4547,,,36.761013,,,,23700,104752.0,,HomeImp,143913.0,
1651,74.156044,14.0,42.812244,0.0,0.0,Other,11800,44944.0,0.0,DebtCon,57132.0,
2760,164.68135,18.0,37.57082,0.0,0.0,,15500,116543.0,1.0,DebtCon,133986.0,17.0
661,92.3,34.0,,0.0,0.0,Other,8000,45000.0,3.0,HomeImp,56100.0,9.9
945,,,23.942516,,,,9100,,,,74450.0,
2940,131.70572,8.0,28.172033,0.0,0.0,Mgr,16200,49552.0,1.0,DebtCon,82523.0,4.0
1731,114.666664,19.0,,0.0,0.0,Other,12000,36346.0,2.0,DebtCon,54000.0,
4591,289.13333,25.0,,0.0,0.0,Mgr,24000,114196.0,0.0,DebtCon,150000.0,4.0
5675,143.12883,30.0,35.337547,0.0,0.0,ProfExe,40500,145127.0,0.0,HomeImp,205613.0,5.0
5013,197.39171,35.0,40.514988,0.0,0.0,Other,26600,148986.0,0.0,DebtCon,175750.0,1.0
996,350.639,46.0,30.06137,0.0,0.0,Other,9400,76989.0,0.0,HomeImp,88788.0,24.0
2908,135.60608,12.0,25.725794,0.0,0.0,ProfExe,16000,57944.0,0.0,HomeImp,89778.0,2.0
5135,243.05371,24.0,35.271866,0.0,0.0,Mgr,27600,131887.0,2.0,DebtCon,174323.0,0.0
2807,255.52747,13.0,22.54068,0.0,0.0,Other,15700,40314.0,0.0,HomeImp,60640.0,25.0
2530,55.966667,4.0,,1.0,0.0,Other,15000,45000.0,0.0,DebtCon,68250.0,7.0
5527,107.70992,32.0,58.82693,0.0,0.0,Office,34400,155536.0,4.0,DebtCon,169503.0,10.0
5047,85.25084,13.0,20.837255,,0.0,Other,26900,,,DebtCon,35397.0,7.0
730,108.47903,19.0,41.270683,0.0,0.0,ProfExe,8200,87979.0,3.0,HomeImp,94854.0,10.0
3279,126.07945,18.0,34.109028,0.0,0.0,Office,17500,49968.0,0.0,HomeImp,68025.0,3.0
3178,254.0957,32.0,29.818743,1.0,0.0,ProfExe,17100,48471.0,3.0,DebtCon,71546.0,5.0
400,,,29.19886,,,ProfExe,6500,78741.0,,DebtCon,90599.0,0.0
1770,176.00986,14.0,28.548603,0.0,0.0,Other,12100,50100.0,0.0,DebtCon,66410.0,3.0
451,127.23414,22.0,42.0839,0.0,0.0,Sales,6800,178559.0,0.0,DebtCon,247611.0,
2612,341.50208,6.0,39.99671,0.0,0.0,Sales,15000,5627.0,0.0,DebtCon,64962.0,0.0
951,130.37679,11.0,39.112152,0.0,0.0,Office,9200,92395.0,1.0,HomeImp,114494.0,24.0
4940,79.33146,13.0,20.517147,,0.0,Other,26100,,,DebtCon,36277.0,9.0
855,138.09123,12.0,38.72971,0.0,0.0,Office,8700,93759.0,1.0,HomeImp,119459.0,24.0
2180,147.35532,35.0,28.522552,0.0,0.0,Sales,13500,67180.0,0.0,DebtCon,85634.0,5.0
3910,243.6806,26.0,143.9496,0.0,1.0,Self,20500,113963.0,1.0,HomeImp,131135.0,3.0
2443,87.43123,12.0,29.404936,1.0,0.0,Other,14700,30306.0,2.0,HomeImp,44195.0,9.0
5475,188.16667,22.0,,0.0,0.0,ProfExe,33000,138000.0,1.0,DebtCon,190000.0,22.0
3973,161.53748,22.0,31.92533,0.0,0.0,ProfExe,20800,107379.0,1.0,HomeImp,147014.0,10.0
349,293.9587,11.0,30.19763,,,Other,6200,,,HomeImp,41657.0,
3872,263.9913,36.0,26.508564,3.0,0.0,ProfExe,20300,59809.0,0.0,DebtCon,107994.0,15.0
5385,127.03333,17.0,,0.0,0.0,ProfExe,31000,118000.0,1.0,DebtCon,167000.0,17.0
3084,294.9997,16.0,40.625053,0.0,0.0,Other,16800,57329.0,2.0,DebtCon,83695.0,3.0
5012,187.46666,34.0,,5.0,0.0,Self,26600,62895.0,2.0,DebtCon,103000.0,1.0
1103,229.52284,31.0,37.297432,0.0,0.0,Other,9900,35448.0,1.0,DebtCon,58056.0,11.0
3795,314.53333,21.0,,0.0,0.0,Other,20000,,3.0,HomeImp,128042.0,0.0
3290,115.80866,13.0,25.40157,0.0,0.0,ProfExe,17500,61524.0,1.0,HomeImp,87188.0,3.0
